timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1684772121531,3,Reptiles,200,OK,Thread Group 1-1,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684772121623,7,Login,200,OK,Thread Group 1-6,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684772121623,4,Login-0,302,Found,Thread Group 1-6,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1684772121627,3,Login-1,200,OK,Thread Group 1-6,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772121928,6,Login,200,OK,Thread Group 1-5,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772121928,3,Login-0,302,Found,Thread Group 1-5,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1684772121931,3,Login-1,200,OK,Thread Group 1-5,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772122112,6,Login,200,OK,Thread Group 1-3,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772122112,3,Login-0,302,Found,Thread Group 1-3,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1684772122115,3,Login-1,200,OK,Thread Group 1-3,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772122209,3,Sign In,200,OK,Thread Group 1-23,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,3,0,0
1684772122310,5,Login,200,OK,Thread Group 1-9,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772122310,3,Login-0,302,Found,Thread Group 1-9,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1684772122313,2,Login-1,200,OK,Thread Group 1-9,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772122349,2,Reptiles,200,OK,Thread Group 1-2,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772122485,2,Main Catalog,200,OK,Thread Group 1-25,text,true,,5762,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772122521,4,Sign In,200,OK,Thread Group 1-22,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,4,0,0
1684772122524,2,Reptiles,200,OK,Thread Group 1-4,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772122625,2,Main Catalog,200,OK,Thread Group 1-24,text,true,,5762,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772122776,3,Sign In,200,OK,Thread Group 1-19,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,3,0,0
1684772122949,6,Login,200,OK,Thread Group 1-12,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772122949,3,Login-0,302,Found,Thread Group 1-12,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1684772122952,3,Login-1,200,OK,Thread Group 1-12,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772123069,4,Sign Out,200,OK,Thread Group 1-1,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772123069,2,Sign Out-0,302,Found,Thread Group 1-1,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772123071,2,Sign Out-1,200,OK,Thread Group 1-1,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772123078,2,Sign In,200,OK,Thread Group 1-21,text,true,,3925,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684772123341,2,Reptiles,200,OK,Thread Group 1-7,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772123379,3,Sign In,200,OK,Thread Group 1-20,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,3,0,0
1684772123850,7,Login,200,OK,Thread Group 1-13,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1684772123850,5,Login-0,302,Found,Thread Group 1-13,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1684772123855,2,Login-1,200,OK,Thread Group 1-13,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772123888,4,Login,200,OK,Thread Group 1-8,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772123888,3,Login-0,302,Found,Thread Group 1-8,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1684772123891,1,Login-1,200,OK,Thread Group 1-8,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772123992,3,Sign In,200,OK,Thread Group 1-25,text,true,,3921,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,3,0,0
1684772124074,8,Login,200,OK,Thread Group 1-14,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684772124074,4,Login-0,302,Found,Thread Group 1-14,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1684772124078,4,Login-1,200,OK,Thread Group 1-14,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684772124177,2,Reptiles,200,OK,Thread Group 1-5,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772124361,10,Sign Out,200,OK,Thread Group 1-2,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772124361,2,Sign Out-0,302,Found,Thread Group 1-2,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772124363,8,Sign Out-1,200,OK,Thread Group 1-2,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,8,0,0
1684772124715,3,Reptiles,200,OK,Thread Group 1-3,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684772124757,4,Sign Out,200,OK,Thread Group 1-4,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772124757,2,Sign Out-0,302,Found,Thread Group 1-4,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772124759,2,Sign Out-1,200,OK,Thread Group 1-4,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772124777,2,Reptiles,200,OK,Thread Group 1-6,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772124919,3,Reptiles,200,OK,Thread Group 1-9,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684772125126,4,Login,200,OK,Thread Group 1-11,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772125126,2,Login-0,302,Found,Thread Group 1-11,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684772125129,1,Login-1,200,OK,Thread Group 1-11,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772125191,5,Login,200,OK,Thread Group 1-18,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772125191,3,Login-0,302,Found,Thread Group 1-18,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1684772125194,2,Login-1,200,OK,Thread Group 1-18,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772125227,2,Sign In,200,OK,Thread Group 1-24,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684772125251,5,Login,200,OK,Thread Group 1-17,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772125251,3,Login-0,302,Found,Thread Group 1-17,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1684772125254,2,Login-1,200,OK,Thread Group 1-17,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772125317,7,Login,200,OK,Thread Group 1-16,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1684772125317,5,Login-0,302,Found,Thread Group 1-16,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1684772125322,2,Login-1,200,OK,Thread Group 1-16,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772125357,7,Login,200,OK,Thread Group 1-10,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1684772125357,5,Login-0,302,Found,Thread Group 1-10,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1684772125362,2,Login-1,200,OK,Thread Group 1-10,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772125522,2,Reptiles,200,OK,Thread Group 1-12,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772125623,3,Reptiles,200,OK,Thread Group 1-13,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684772125823,3,Reptiles,200,OK,Thread Group 1-14,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684772125968,7,Sign Out,200,OK,Thread Group 1-5,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772125968,2,Sign Out-0,302,Found,Thread Group 1-5,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772125971,4,Sign Out-1,200,OK,Thread Group 1-5,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684772125994,7,Login,200,OK,Thread Group 1-15,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684772125994,4,Login-0,302,Found,Thread Group 1-15,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1684772125999,2,Login-1,200,OK,Thread Group 1-15,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772126018,3,Home,200,OK,Thread Group 1-1,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772126018,1,Home-0,302,Found,Thread Group 1-1,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1684772126019,2,Home-1,200,OK,Thread Group 1-1,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684772126105,3,Sign Out,200,OK,Thread Group 1-7,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772126105,2,Sign Out-0,302,Found,Thread Group 1-7,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772126107,1,Sign Out-1,200,OK,Thread Group 1-7,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772126265,4,Home,200,OK,Thread Group 1-2,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772126265,1,Home-0,302,Found,Thread Group 1-2,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1684772126266,3,Home-1,200,OK,Thread Group 1-2,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,3,0,0
1684772126534,6,Login,200,OK,Thread Group 1-22,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772126534,3,Login-0,302,Found,Thread Group 1-22,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1684772126538,2,Login-1,200,OK,Thread Group 1-22,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772126546,2,Reptiles,200,OK,Thread Group 1-8,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772126650,5,Sign Out,200,OK,Thread Group 1-6,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772126650,2,Sign Out-0,302,Found,Thread Group 1-6,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772126653,2,Sign Out-1,200,OK,Thread Group 1-6,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772126936,1,Reptiles,200,OK,Thread Group 1-18,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684772126936,2,Reptiles,200,OK,Thread Group 1-16,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772127043,2,Home,200,OK,Thread Group 1-4,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772127043,1,Home-0,302,Found,Thread Group 1-4,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1684772127044,1,Home-1,200,OK,Thread Group 1-4,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772127454,4,Login,200,OK,Thread Group 1-20,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772127454,2,Login-0,302,Found,Thread Group 1-20,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684772127456,2,Login-1,200,OK,Thread Group 1-20,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772127533,6,Sign Out,200,OK,Thread Group 1-9,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772127533,2,Sign Out-0,302,Found,Thread Group 1-9,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772127536,3,Sign Out-1,200,OK,Thread Group 1-9,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772127550,5,Login,200,OK,Thread Group 1-23,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684772127550,4,Login-0,302,Found,Thread Group 1-23,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1684772127554,1,Login-1,200,OK,Thread Group 1-23,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772127696,5,Sign Out,200,OK,Thread Group 1-14,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772127696,2,Sign Out-0,302,Found,Thread Group 1-14,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772127698,3,Sign Out-1,200,OK,Thread Group 1-14,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772127841,2,Reptiles,200,OK,Thread Group 1-17,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772127913,11,Sign Out,200,OK,Thread Group 1-13,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772127913,1,Sign Out-0,302,Found,Thread Group 1-13,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684772127915,9,Sign Out-1,200,OK,Thread Group 1-13,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,9,0,0
1684772127999,2,Sign Out,200,OK,Thread Group 1-3,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772127999,1,Sign Out-0,302,Found,Thread Group 1-3,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684772128000,1,Sign Out-1,200,OK,Thread Group 1-3,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772128046,1,Main Catalog,200,OK,Thread Group 1-1,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772128262,5,Login,200,OK,Thread Group 1-21,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684772128262,4,Login-0,302,Found,Thread Group 1-21,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1684772128266,1,Login-1,200,OK,Thread Group 1-21,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772128269,5,Login,200,OK,Thread Group 1-19,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684772128269,4,Login-0,302,Found,Thread Group 1-19,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1684772128273,1,Login-1,200,OK,Thread Group 1-19,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772128390,2,Main Catalog,200,OK,Thread Group 1-2,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772128505,2,Reptiles,200,OK,Thread Group 1-15,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772128556,4,Reptiles,200,OK,Thread Group 1-10,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,4,0,0
1684772128606,1,Reptiles,200,OK,Thread Group 1-11,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684772128769,2,Sign Out,200,OK,Thread Group 1-12,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772128769,1,Sign Out-0,302,Found,Thread Group 1-12,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684772128770,1,Sign Out-1,200,OK,Thread Group 1-12,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772129061,7,Login,200,OK,Thread Group 1-25,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1684772129061,5,Login-0,302,Found,Thread Group 1-25,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1684772129066,2,Login-1,200,OK,Thread Group 1-25,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772129193,3,Login,200,OK,Thread Group 1-24,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772129193,2,Login-0,302,Found,Thread Group 1-24,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684772129195,1,Login-1,200,OK,Thread Group 1-24,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772129221,4,Home,200,OK,Thread Group 1-5,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1684772129221,0,Home-0,302,Found,Thread Group 1-5,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1684772129221,4,Home-1,200,OK,Thread Group 1-5,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,4,0,0
1684772129438,1,Home,200,OK,Thread Group 1-6,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1684772129438,0,Home-0,302,Found,Thread Group 1-6,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1684772129438,1,Home-1,200,OK,Thread Group 1-6,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772129439,2,Reptiles,200,OK,Thread Group 1-22,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772129520,1,Home,200,OK,Thread Group 1-7,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1684772129520,0,Home-0,302,Found,Thread Group 1-7,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1684772129520,1,Home-1,200,OK,Thread Group 1-7,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772129825,3,Reptiles,200,OK,Thread Group 1-21,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684772129901,2,Reptiles,200,OK,Thread Group 1-19,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772129906,4,Sign Out,200,OK,Thread Group 1-8,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772129906,2,Sign Out-0,302,Found,Thread Group 1-8,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772129908,2,Sign Out-1,200,OK,Thread Group 1-8,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772129917,3,Sign Out,200,OK,Thread Group 1-18,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772129917,2,Sign Out-0,302,Found,Thread Group 1-18,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772129919,1,Sign Out-1,200,OK,Thread Group 1-18,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772129944,1,Sign In,200,OK,Thread Group 1-2,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684772129987,3,Reptiles,200,OK,Thread Group 1-23,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,3,0,0
1684772130025,5,Sign Out,200,OK,Thread Group 1-16,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772130025,2,Sign Out-0,302,Found,Thread Group 1-16,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,2,0,0
1684772130028,2,Sign Out-1,200,OK,Thread Group 1-16,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684772130144,5,Sign Out,200,OK,Thread Group 1-17,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772130144,1,Sign Out-0,302,Found,Thread Group 1-17,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684772130146,3,Sign Out-1,200,OK,Thread Group 1-17,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772130248,2,Home,200,OK,Thread Group 1-9,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772130248,1,Home-0,302,Found,Thread Group 1-9,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1684772130249,1,Home-1,200,OK,Thread Group 1-9,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772130505,3,Main Catalog,200,OK,Thread Group 1-4,text,true,,4832,468,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1684772130733,3,Home,200,OK,Thread Group 1-14,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772130733,1,Home-0,302,Found,Thread Group 1-14,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1684772130734,2,Home-1,200,OK,Thread Group 1-14,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,2,0,0
1684772130836,1,Reptiles,200,OK,Thread Group 1-24,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684772130881,2,Reptiles,200,OK,Thread Group 1-20,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684772130994,1,Home,200,OK,Thread Group 1-13,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,1,0,0
1684772130994,1,Home-0,302,Found,Thread Group 1-13,,true,,146,195,25,25,http://localhost:8080/jpetstore,1,0,0
1684772130995,0,Home-1,200,OK,Thread Group 1-13,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,0,0,0
1684772131037,3,Sign Out,200,OK,Thread Group 1-22,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772131037,1,Sign Out-0,302,Found,Thread Group 1-22,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684772131039,1,Sign Out-1,200,OK,Thread Group 1-22,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772131133,2,Sign Out,200,OK,Thread Group 1-11,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772131133,1,Sign Out-0,302,Found,Thread Group 1-11,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684772131134,1,Sign Out-1,200,OK,Thread Group 1-11,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772131153,2,Sign Out,200,OK,Thread Group 1-10,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772131153,1,Sign Out-0,302,Found,Thread Group 1-10,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684772131154,1,Sign Out-1,200,OK,Thread Group 1-10,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772131291,6,Sign Out,200,OK,Thread Group 1-15,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684772131291,1,Sign Out-0,302,Found,Thread Group 1-15,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684772131292,5,Sign Out-1,200,OK,Thread Group 1-15,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1684772131372,1,Home,200,OK,Thread Group 1-3,text,true,,1497,391,25,25,http://localhost:8080/jpetstore/,0,0,0
1684772131372,0,Home-0,302,Found,Thread Group 1-3,,true,,146,195,25,25,http://localhost:8080/jpetstore,0,0,0
1684772131372,1,Home-1,200,OK,Thread Group 1-3,text,true,,1351,196,25,25,http://localhost:8080/jpetstore/,1,0,0
